zip5,perc_unemp,perc_never_married,med_inc,perc_some_coll
66060,1.9,21.44,49271,41.57
66061,5.66,23.41,69490,69.56
66062,5.41,24.92,83349,80.94
66064,8.02,29.38,43318,49.75
66066,5.08,19.9,50826,47.09
66067,5.9,26.83,48739,57.19
66070,7.03,17.91,66568,62.09
66071,8.32,19.4,61049,59.76
66072,2.7,9.83,53889,46.01
66073,11.55,20.71,58164,60.85
66075,7.44,9.84,37407,54.22
66076,7.31,18.89,50565,40.77
66078,4.15,19.22,51625,43.19
66079,5.26,20.24,70391,44.24
66080,3.71,20.18,43398,43.2
66083,2.8,19.41,74397,69.85
66085,5.15,20.73,106088,84.6
66086,5.76,17.38,62335,57.09
66087,3.2,20.51,50313,54.27
66088,8.1,21.49,49750,47.43
66090,4.53,22.35,46607,50.92
66091,6.82,28,46750,75.27
66092,6.81,22.15,58975,56.79
66093,3.5,12.79,54728,41.87
66094,8.73,16.67,40000,42.15
66095,7.41,11.17,45449,52.47
66097,4.39,17.04,53472,51.16
66101,19.09,47.01,22644,29.06
66102,14.71,38.07,30867,32.35
66103,10.72,44.05,32928,48.59
66104,16.69,39.69,35065,41.95
66105,16.47,25.16,28787,21.98
66106,11.63,31.82,45179,39.52
66109,8.07,27.87,68583,65.23
66111,14.17,29.34,48099,44.73
66112,14.53,35.09,41154,52
66115,"","","",""
66118,"","","",""
66202,8.43,40.45,47727,74.5
66203,5.41,26.51,52739,62.52
66204,5.74,30.15,52381,70.69
66205,2.94,33.73,77566,84.2
66206,5.65,14.29,102185,91.41
66207,4.45,19.51,88656,87.76
66208,5.04,22.57,86875,89.5
66209,4.9,21.39,105676,89.63
66210,4.59,31.2,69136,86.27
66211,5.71,24.12,86042,90.65
66212,6.51,29.15,56338,77.39
66213,5.76,25.01,89853,88.52
66214,6.1,32.44,49615,75.2
66215,6.99,27.85,68663,78.22
66216,4.8,24.38,80575,72.6
66217,5.62,28.53,62159,77.15
66218,5.57,19.8,100692,79.74
66219,3.25,36.11,73028,84.69
66220,5.28,17.56,131582,92.26
66221,1.43,20.96,127653,90.03
66223,3.67,22.14,96488,87.26
66224,3.87,18.51,137098,94.31
66226,3,19.32,105354,84.68
66227,6.44,19.82,79870,75.04
66401,4.18,20.96,45417,55.88
66402,3.1,18.1,67757,56.47
66403,0.48,19.06,53500,37.57
66404,0,13.52,53313,32.72
66406,1.97,13.59,41563,47.38
66407,7.69,20,43750,43.75
66408,0,19.73,49375,32.01
66409,3.42,18.22,77406,61.73
66411,2.33,12.5,38162,41.42
66412,0,7.17,50417,44.8
66413,3.52,15.99,51047,51.23
66414,7.28,20.08,47393,54.02
66415,0.39,18.4,46974,51.28
66416,3.12,26.27,53083,46.9
66417,0,27.14,82188,49.38
66418,4.35,20.26,58750,39.41
66419,4.9,21.28,35833,54.18
66422,0,13.52,41125,46.44
66423,12.36,17.74,53542,51.75
66424,4.71,16.98,64297,50.44
66425,0,13.1,43807,41.99
66427,5.77,17.27,41667,44.61
66428,0,9.78,53125,30.92
66429,0,23.34,72868,55.3
66431,4.94,12.17,49750,36.52
66432,0,14.08,56579,52.24
66434,6.22,20.84,34477,52.94
66436,4.11,18.46,54092,54.55
66438,0,15.49,66750,28.91
66439,6.26,30.49,33553,43.49
66440,2.53,20.85,62635,54.19
66441,7.61,25.94,46840,60.99
66442,11.09,37.52,37375,71.93
66449,2.34,16.39,37143,46.17
66451,6.32,16.56,54509,59.56
66501,7.04,16.58,48542,48.17
66502,4.26,54.03,37335,76.36
66503,1.65,25.76,68309,80.37
66506,5.91,99.69,7411,100
66507,0.32,16.19,66902,59.57
66508,3.16,25.11,42121,43.58
66509,5.66,27.7,55281,49.23
66510,14.51,22.43,45833,43.18
66512,4.47,18.87,68665,47.15
66514,9.14,15.01,82667,60.95
66515,0,16.25,45313,35
66516,3.39,26.09,49583,61.38
66517,6.76,34.3,38712,69.88
66518,0,13.97,58750,32.2
66520,1.76,21.47,65750,62.16
66521,0.87,19.98,49679,45.5
66522,0,16,46875,44
66523,4.85,16.96,49859,46.79
66524,7.95,16.44,60036,56.93
66526,4.05,17.5,66845,54.7
66527,6.12,12.02,39375,61.46
66528,13.3,23.86,35972,39.12
66531,4.8,29.08,59940,61.45
66532,2.19,22.33,48750,53.55
66533,4.08,17.87,58438,61.75
66534,1.44,19.25,44886,50.52
66535,4.97,23.74,42375,51.34
66536,4.76,32.1,49444,52.01
66537,7.24,21.07,49750,44.72
66538,2.7,25.04,44097,37.42
66539,2.67,20.71,66500,59.11
66540,5.96,11.26,53056,45.91
66541,2.38,25.5,36786,37.55
66542,1.38,11.6,64766,59.65
66543,9.47,21.2,58167,54.56
66544,10.06,21.77,33438,47.11
66546,1.12,10.91,74412,58.78
66547,2.21,20.8,63246,69.72
66548,3.46,12.83,46000,47.58
66549,2.86,17.77,57331,65.38
66550,5.2,14.78,41313,42.68
66552,1.67,16.75,48194,46.96
66554,4.03,17.98,60882,64.5
66603,20.88,44.13,22057,31.61
66604,7.51,32.83,38361,62.71
66605,11.78,32.5,43514,49.73
66606,4.83,32.2,41492,59.12
66607,17.73,44.42,24889,28.77
66608,19.04,31.06,33034,37.59
66609,5.62,26.38,47921,57.01
66610,2.71,14.94,104025,79.71
66611,5.76,26.89,42216,68.05
66612,19.35,42.97,15069,39.92
66614,4.56,27.81,54518,73.41
66615,1.69,22.49,66361,65.52
66616,11.52,25.07,37519,30.23
66617,5.7,20.06,68368,56.55
66618,6,21.52,71757,60.85
66619,3.41,28.46,49167,55.71
66621,15.35,100,39423,100
66622,0,49.73,"",49.11
66701,5.54,25.3,37225,59.57
66710,11.96,21.23,42159,45.33
66711,10.29,10.02,34563,44.06
66712,10.81,16.93,36667,40.45
66713,4.08,25.66,47261,54.15
66714,4.12,16.92,52500,31.82
66716,6.84,14.76,39875,48.99
66717,12.67,24.36,41875,39.52
66720,10.56,26.31,40135,54.78
66724,0,21.42,36354,44.21
66725,4.78,17.92,43047,49.93
66728,"","","",""
66732,4.48,10.59,39000,47.35
66733,7.55,24.58,37485,62.01
66734,6.67,18.75,46726,33.14
66735,4.08,29.78,32153,51.25
66736,4.34,21.31,32436,46.85
66738,4.55,28.47,24318,44.74
66739,7.85,19.63,38165,47.2
66740,8.99,33.33,48750,42.22
66741,17.74,0,23854,77.65
66743,6.65,21.3,49113,52.74
66746,8.24,21.08,29500,25.97
66748,6.94,19.16,40750,50.17
66749,8.68,25.3,39384,56.74
66751,18.95,28.15,27295,48.33
66753,10.94,16.7,51140,55.08
66754,2.71,30.2,50357,40.43
66755,2.72,21.23,42917,47.74
66756,9.46,26.46,35000,31.76
66757,8.89,19.52,42704,42.92
66758,18.49,17.65,21607,40.91
66760,0,41.03,12109,52.17
66761,19.2,31.03,12318,10.87
66762,8.01,42.31,34548,66.23
66763,2.83,24.82,38327,53.61
66767,13.17,9.21,33030,39.13
66769,10.67,10.33,45250,55.14
66770,11.96,15.77,57827,53.5
66771,4.59,21.14,46028,59.43
66772,5.67,26.67,55069,41.97
66773,3.88,20.58,38182,46.52
66775,7.27,44.3,57188,79.66
66776,10.01,14.59,51250,58.38
66777,6.03,11.88,41908,46.03
66778,0,12,32500,0
66779,3.85,17.77,50179,71.11
66780,10.74,9.95,51094,56.51
66781,8.71,20.07,41801,59.1
66782,9.78,16.06,35962,49.13
66783,6.37,19.87,34223,52.05
66801,7.43,37.82,37216,53.48
66830,12.5,14.46,42625,44.44
66833,9.89,24.38,49583,68.07
66834,6.79,11.79,46875,43.33
66835,2.1,18.45,51875,47.96
66838,4.59,3.48,53409,36.87
66839,4.71,20.29,53399,56.44
66840,7.27,21.92,36845,41.96
66842,6.12,16.59,48571,65.28
66843,0,0,17102,94.52
66845,7.34,21.86,40000,47.12
66846,4.47,18.67,42579,54.08
66849,0.29,21.88,51063,55.81
66850,2.59,4.44,61750,78.57
66851,14.93,18.2,28447,40.1
66852,6.06,13.05,42778,49.79
66853,12.35,22.33,39750,52.47
66854,5.39,18.43,44508,55.04
66856,7.81,24.72,55000,58.07
66857,3.83,14.59,50625,53.93
66858,5.38,24.6,47500,45.03
66859,0,19.11,31786,44.85
66860,5.42,14.3,44402,49.88
66861,8.27,15.01,43537,49.72
66862,9.09,1.89,25625,76.92
66863,14.29,20.17,52872,9.09
66864,3.16,23.36,56875,49.53
66865,4.53,16.71,52417,60.95
66866,6.89,11.08,43947,52.34
66868,2.61,9.57,54318,62.61
66869,5.63,18.99,26635,44.72
66870,17.31,20,26667,36.84
66871,11.17,16.23,46389,55.8
66872,5.38,21.88,56094,38.42
66873,7.46,19.61,45417,51.72
66901,5.76,29.69,38663,54.15
66930,1.78,17.03,64063,62.84
66932,2.17,16.3,35795,35.16
66933,5.61,17.05,26250,42.03
66935,4.68,24.07,38578,59.23
66936,2.13,9.66,26563,53.11
66937,3.69,21.43,29868,43.8
66938,7.27,14.01,37961,49.6
66939,4.88,16.63,50000,68.3
66940,2.76,3.44,50682,64.36
66941,7.95,12.57,38750,70.25
66942,4.42,17.45,39625,49.43
66943,5.23,24.83,35875,38.38
66944,3.61,15.75,43438,55.22
66945,1.84,24,44766,54.7
66946,8.97,13.45,48750,56.64
66948,6.47,22.58,40313,51.66
66949,0,17.5,41050,59.81
66951,5.25,19.58,46833,55.48
66952,0,13.85,59286,41.41
66953,2.9,15.7,44948,48.3
66955,1.67,5.06,51250,33.33
66956,3.48,16.53,36827,50.38
66958,6.41,25.42,39531,51.79
66959,2.73,21.5,26607,35.94
66960,6.73,21.47,42763,44.62
66962,5.68,11.93,53750,59.9
66963,15.05,26,33750,62.04
66964,5.34,8.38,39405,60.87
66966,1.23,19.01,40288,57.02
66967,0.92,19.27,43287,54.86
66968,2.53,16.85,43345,54.41
66970,0,11.05,64167,69.57
67001,7.77,31.91,80530,70.49
67002,4.27,20.45,80592,77.29
67003,4.83,22,32459,54.94
67004,8.02,22.77,50972,58.49
67005,8.5,26.84,41822,56.1
67008,14.03,23.06,40750,62.75
67009,3.54,22.27,36176,46.82
67010,8.92,20.03,47303,61.21
67012,0,0,30227,0
67013,6.71,27.25,49464,58.01
67016,15.79,18.89,57321,49.69
67017,11.31,31.73,51300,65.85
67018,0,19.57,21250,52.27
67019,8.8,16.78,46250,55.7
67020,2.42,18.65,59688,60.44
67021,21.67,22.73,56250,44.93
67022,6.28,20.95,40438,55.07
67023,5.88,11.76,29375,52.71
67024,0,14.26,34306,57.17
67025,7.35,21.37,64798,58.43
67026,2.11,22.3,60098,55.18
67028,2.56,17.55,42614,60.34
67029,0.55,18.24,43125,49.63
67030,3.97,25.26,73426,67.12
67031,6.33,19.77,53110,45.4
67035,6.19,15.58,49000,52.99
67036,2.94,10.1,39453,38.14
67037,5.17,22.4,66393,72.62
67038,5.77,21.37,48618,55.61
67039,8.39,22.62,58976,56.42
67041,0,17.82,70000,74.26
67042,6.03,29.44,47787,58.51
67045,5.27,21.32,38045,50.82
67047,4.18,14,40893,38.51
67049,0,0,49167,60
67050,1.02,23.38,65000,61.42
67051,11.4,8.58,40288,58.67
67052,5.25,25.26,69908,65.08
67053,12.55,22.62,37500,54.72
67054,2.54,19.75,45208,61.2
67055,0,0,6412,0
67056,4.22,18.26,48553,55.11
67057,0,17.54,42422,80.3
67058,3.98,14.71,45743,59.31
67059,6.21,28.03,33194,66.17
67060,8.72,22.38,54266,51.86
67061,3.81,22.78,41875,51.97
67062,8.17,29.58,62604,63.98
67063,3.26,30.02,53278,63.09
67065,1.8,18.12,48750,56.25
67066,0.94,21.24,64375,54.15
67067,2.9,16.48,76154,65.01
67068,4.74,20.97,45856,55.35
67070,3.27,19.35,41397,54.22
67071,0,5.81,41898,44.44
67072,0,22.44,51250,33.52
67073,1.94,18.79,43750,59.69
67074,8.52,22.06,66719,58.83
67101,6.95,25.46,54353,65.5
67103,15.98,26.54,62788,69.83
67104,1.31,15.61,43125,58.9
67105,10.68,28.78,25694,57.05
67106,8.42,3.63,65156,73
67107,5.54,20.63,46027,47.83
67108,3,19.08,53214,62.62
67109,5.75,19.22,50909,61.67
67110,2.73,16.99,70647,62.8
67111,0,12.9,41563,31.74
67112,10.08,13.23,33500,66.14
67114,6.06,23.86,45980,55.76
67117,5.9,33.02,55772,72.31
67118,6.45,17.28,56477,68.16
67119,2.94,14.46,70481,53.61
67120,3.58,20.06,61307,63.11
67122,0,6.02,53563,41.67
67123,3.59,15.89,48654,49.22
67124,4.44,26.69,44200,61.57
67127,4.74,11.64,34107,67.21
67131,6.9,20.86,60179,67.54
67132,5.58,30.09,56625,60.08
67133,4.76,19.2,72314,70.29
67134,1.01,7.9,48750,52.88
67135,4.96,16.21,64095,59.81
67137,11.86,8.65,34688,35.77
67138,2.25,12.88,47500,53.45
67140,1.43,20.28,50179,56.03
67142,0.46,25.25,39583,40.61
67143,0,7.02,29688,40.35
67144,9.73,29.82,68250,63.08
67146,5.73,21.47,51705,60.08
67147,5.19,18.33,57174,62.72
67149,3.41,14.3,67500,53.25
67150,"",0,14063,0
67151,3.8,9.73,52148,78.69
67152,7.87,25.08,44397,55.11
67154,3.99,18.91,65489,67.62
67155,0,5.83,53854,66.67
67156,7.55,27.75,41127,59.08
67159,0,29.82,35250,46.15
67202,7.95,58.21,41813,65.3
67203,9.37,32.57,38707,53.57
67204,9.22,26.85,44255,50.07
67205,3.94,20.35,99790,80.14
67206,6.79,26.28,64594,80.52
67207,8.17,31.45,47029,65.27
67208,10.49,41.12,42549,67.86
67209,6.63,25.02,62965,64.49
67210,14.82,33.29,34793,47.84
67211,12.07,35,31654,44.26
67212,6.85,29.08,57369,67.87
67213,11.74,36.5,30381,45.39
67214,21,42.37,22202,40.5
67215,10.8,19.99,78977,68.19
67216,14.76,29.98,33881,42.46
67217,10.16,29.38,40659,44.34
67218,11.4,35.7,37416,57.72
67219,12.64,29.46,46714,55.9
67220,4.47,30.72,57516,77.6
67223,3.19,29.17,108611,89.64
67226,4,28.45,69701,83.17
67227,0,0,69250,38.12
67228,6.71,11.23,104750,95.25
67230,2.41,18.05,115690,84.43
67232,39.29,21.21,76157,85.25
67235,4.19,20.81,98330,77.14
67260,"","","",""
67301,14.49,25.32,42620,59.86
67330,7.33,19.1,46284,61.63
67332,0,10.19,44167,69.7
67333,10.17,26.13,34578,46.14
67334,16.67,4.23,21563,24.64
67335,9.41,17.72,45899,56.77
67336,7.46,18.55,28750,51.53
67337,9.46,25.26,36418,50.68
67340,3.83,12.19,37273,43.44
67341,10,6.36,41818,55.67
67342,10.32,16.72,44911,61.61
67344,9.13,22.95,47604,52.4
67345,0,4.55,31042,46.02
67346,0.64,19.78,44000,63.04
67347,2.88,10.14,44524,43.07
67349,11.16,21.58,35595,44.72
67351,4.89,18.2,87546,71.93
67352,19.59,23.27,30170,59.83
67353,2.46,14.03,24412,39.48
67354,5.75,15.58,34646,58.61
67355,4.48,30.06,37250,69.12
67356,4.87,18.56,43500,54.78
67357,8.64,27.97,39833,60.82
67360,4.88,5.62,36542,23.03
67361,6.71,22.2,37500,50.64
67363,"","","",""
67364,13.1,16.57,52583,49.82
67401,5.6,27.44,46574,57.57
67410,5.38,20.13,54661,50.01
67416,1.77,24.11,52778,51.12
67417,4.92,21.01,13021,31.3
67418,0,10.14,31250,65.38
67420,1.56,22.41,50496,61.09
67422,8.48,16.43,54375,63.68
67423,9.58,30.32,40917,54.58
67425,8.91,21.96,55944,58.76
67427,6.71,17.78,45000,61.85
67428,6.16,22.55,56719,46.29
67430,2.49,20,40972,52.12
67431,4.8,17.46,55197,63.57
67432,0.83,18.07,39577,57.06
67436,7.4,15.5,60227,56.51
67437,1.73,12.56,36845,47.23
67438,5.78,12.82,44766,38.55
67439,5.08,28.45,48514,50.21
67441,10.95,19.63,49375,53.79
67442,0,18.13,63144,52.23
67443,3.19,18.67,58878,41.87
67444,3.85,15.45,52500,54.37
67445,3.04,14.98,30673,55.28
67446,1.14,16.84,37344,59.94
67447,2.15,12.46,66406,55.6
67448,1.38,13.44,53382,55.77
67449,7.13,14.2,39918,45.33
67450,6.48,10.84,43750,60.73
67451,1.59,22.24,47829,60.5
67452,0,17.96,31591,60.99
67454,0.65,12.24,33846,54.89
67455,6.29,17.57,41471,57.14
67456,3.13,24.6,50068,65.87
67457,2.8,15.8,41786,57.34
67458,2.84,21.78,40577,53.37
67459,3.81,38.46,52614,72.57
67460,2.54,22.32,57073,60.94
67464,2.96,16.09,44457,52.77
67466,2.38,19.64,31645,51.45
67467,4.18,18.02,49167,58.58
67468,4,12.9,54688,44.85
67470,6.48,14.25,60875,54.57
67473,3.16,20.94,41354,51.02
67474,8.33,18.56,38281,60.43
67475,5.22,26.85,30833,45.98
67478,0,21.54,43125,23.08
67480,1.83,22.73,45256,51.75
67481,4.75,13.07,43500,62.33
67482,23.26,14.29,38625,76.74
67483,0,24.37,59167,47.83
67484,3.48,25.06,56806,59.6
67485,1.42,18.01,44236,56.23
67487,3.85,24.37,56364,56.57
67490,4.04,18.03,41719,55.08
67491,1.58,8.38,37292,44.27
67492,6.73,19.5,89250,56.86
67501,8.1,32.53,32727,48.97
67502,3.82,19.76,55581,72.07
67505,7.23,24.21,37778,45.98
67510,13.16,13.07,31538,59.22
67511,1.7,16.72,46023,55.21
67512,4.26,37.24,55625,58.2
67513,2.44,8.62,64063,61.11
67514,7.72,15.62,53125,48.47
67515,0,8.33,41477,63.33
67516,0.7,24.19,43542,42.16
67518,0,42.86,"",100
67519,14.49,12.62,42981,47.92
67520,0.64,14.02,43500,54.01
67521,4.62,11.21,47917,58.1
67522,4.11,14.68,50907,65.12
67523,10.22,18.5,42000,68.49
67524,15.69,24.59,36667,47.19
67525,2.29,20.39,58929,63.88
67526,4.14,23.56,52500,61.56
67529,11.26,9.65,38047,43.17
67530,7.14,23.8,45530,54.17
67543,3.28,20.55,45536,55.22
67544,2.16,15.42,45458,48.87
67545,2.17,18.65,57159,64.42
67546,4.21,16.41,53605,55.38
67547,4.34,17.39,39792,50.56
67548,8.12,14.32,37632,58.08
67550,4.45,30.12,44233,62.79
67552,3.73,10.54,53125,57.96
67553,14.49,19.39,47917,40.45
67554,3.81,17.84,45175,52.64
67556,7.49,13.26,42727,40.61
67557,1.47,17.89,47273,65.99
67559,0,0,95511,20.51
67560,2.35,19.05,47772,54.07
67561,5.25,26.05,46125,45.64
67563,0,9.28,50250,62.06
67564,0,17.58,57750,44.65
67565,5.56,21,35682,54.51
67566,5.71,24.41,55323,48.06
67567,23.27,33.74,53750,43.87
67568,3.83,24.31,39297,67.43
67570,3.87,23.22,53804,70.15
67572,4.33,15.76,52500,50.9
67573,2.94,9.85,58750,45.76
67574,4.67,23.18,55909,49.81
67575,3.7,28.38,44412,69.2
67576,4.1,22.27,44000,55.18
67578,2.79,14.79,37350,55.59
67579,8.45,28.02,49083,59.65
67581,3.43,15.66,31964,51.15
67583,6.67,13.32,29853,58.52
67584,0,20.93,76750,53.68
67601,4.39,38.47,43842,65.26
67621,5.71,21.21,35313,64.44
67622,3.72,35.88,47039,54.07
67623,2.48,14.8,40893,59.09
67625,1.42,39.74,34821,63.33
67626,0,8.77,30192,32.46
67628,0,0,26750,56.25
67629,0,20.16,26250,49.55
67631,4.11,26.24,55909,44.44
67632,3.7,33.83,41500,52.88
67634,9.57,14.84,40833,67.04
67635,0,8.53,43611,46.51
67637,2.68,24.83,47774,54.72
67638,0.63,11.87,48162,36.9
67639,10.16,22.51,47000,52.44
67640,4.61,27.53,47500,58.71
67642,2.86,18.24,42266,55.01
67643,0,16.75,33333,51.34
67644,6.12,12.35,39659,35.1
67645,1.24,17.01,53362,55.31
67646,3.03,13.07,36923,61.2
67647,0,29,62891,68.99
67648,4.85,18.7,38100,57.09
67649,3.68,20.85,48542,59.02
67650,2,21.74,50781,59.54
67651,1.39,23.66,40682,51.69
67653,6.67,6.4,39167,43.23
67654,1.03,23.66,40451,54.4
67656,0,23.53,73542,41.18
67657,11.96,18.04,42083,43.77
67658,1.89,14.49,50000,66.67
67659,0,21.88,36375,33.33
67660,12.77,23.75,55625,40
67661,4.14,17.88,42899,53
67663,4.62,15.31,43320,55.07
67664,0.58,14.78,52500,59.38
67665,4.44,17.92,40601,56.33
67667,0,9.76,45250,46.85
67669,4.51,22.39,39050,56.68
67671,1.97,20,45515,51.07
67672,0.94,18.37,43167,53.53
67673,0,6.73,50625,61.39
67674,51.59,61.11,62727,46.94
67675,5.84,18.75,40208,37.26
67701,2.69,32.7,47150,67.94
67730,1.72,19.6,36635,65.61
67731,6.15,13.2,33977,62.05
67732,0,24.43,44688,64.15
67733,12.87,33.81,53264,47.62
67734,0.76,12.88,64167,68.94
67735,3.82,27.22,42779,56.59
67736,3.68,16.52,51563,59.28
67737,9.04,22.44,45000,51.28
67738,1.66,17.35,47344,57.29
67739,2.75,12.68,50556,53.49
67740,1.41,18.4,45880,59.69
67741,1.89,14.62,29688,38.61
67743,36.36,26.92,43594,56.25
67744,6.87,17.03,85337,57.95
67745,0.47,14.04,33828,52.23
67747,0,0,39028,48.28
67748,3.81,18.83,48000,61.99
67749,4.57,10.89,39427,57.09
67751,1.57,7.77,35625,43.68
67752,2.06,17.68,44022,53.06
67753,1.03,22.33,54375,53.53
67756,2.09,15.3,40962,57.42
67757,3.82,15.18,49583,55.38
67758,0.58,18.1,47200,58.69
67761,1.9,18.89,48750,64.74
67762,0,14.53,46500,36.02
67764,0.42,18.07,35568,46.89
67801,7.01,31.43,49854,45.4
67831,0.64,14.46,43500,62.97
67834,1.76,13.49,60547,55.52
67835,4.19,29.4,52083,51.25
67836,2.47,4.49,44519,39.33
67837,2.66,29.26,55000,42.8
67838,6.16,30.43,39063,42.67
67839,3.44,16.87,44669,57.69
67840,0,21.95,35833,32.43
67841,6.31,22.67,60750,59.49
67842,6.42,23.65,55313,50.45
67843,0,19.1,15729,46.11
67844,1.7,20,45000,53.85
67846,3.62,30.08,48516,45.41
67849,1.02,17.44,53000,66.45
67850,0,11.49,60000,47.06
67851,4.45,25.22,64250,60.45
67853,1.02,23.05,48920,53.89
67854,4.73,16.84,42939,62.03
67855,6.65,22.47,52692,51.58
67857,0,21.95,28750,42.86
67859,6.91,22.84,46382,37.84
67860,1.99,22.14,48378,53.1
67861,4.22,20.93,50507,49.15
67862,0,24.24,43875,51.88
67863,2.33,12.5,54750,67.34
67864,5.86,15.79,52500,60.92
67865,1.28,14.78,38654,60.78
67867,1.75,20.81,56296,37.33
67868,0,46.43,24821,32.67
67869,1.85,20.68,44773,39.38
67870,7.38,20.5,49267,43.73
67871,2.05,14.71,57989,57.27
67876,1.6,15.67,57708,61.03
67877,1.55,23.43,59286,46.34
67878,3.06,20.13,45469,50.25
67879,1.19,19.18,52212,57.92
67880,5.91,20.43,53300,49.34
67882,0,14.1,58333,67.16
67901,9.61,31.22,47934,35.49
67950,1.48,21.51,43438,52.32
67951,3.08,18.7,57865,46.37
67952,7.44,13.33,48625,50.1
67953,0,22.76,55375,50.43
67954,1.3,21.5,44405,50.41
68001,0,26.36,73750,44.83
68002,3.27,23.36,63833,53.17
68003,2.64,16.5,58826,63.87
68004,1.05,20.82,49722,41.72
68005,8.76,30.26,52668,62.94
68007,3.31,17.98,91563,81.22
68008,2.37,25.89,64548,61.34
68010,3.09,87.7,22250,42.31
68014,0,18.9,53750,38.99
68015,4.46,22.59,45156,50.68
68016,3.08,11.49,52321,52.36
68017,2.34,15.01,62277,61.21
68018,0,14.9,42625,62.74
68019,6.91,16.7,58333,50.72
68020,10.28,24.76,38929,38.81
68022,1.65,24.03,93481,78.25
68023,2.44,20.4,77781,66.22
68025,6.24,24.31,47365,49.28
68028,5.79,17.2,87705,76.1
68029,2.61,15.94,73684,50.47
68030,3.89,21.82,56875,50.2
68031,2.04,16.33,56731,60.59
68033,0.54,31.61,65208,54.49
68034,4.03,20.33,59906,54.66
68036,6.07,13.35,39260,33.09
68037,5.21,17.35,57961,52.9
68038,3.92,22.84,43917,49.57
68039,37.18,60.44,32963,41.35
68040,5.43,19.19,80417,45.65
68041,4.57,31,65179,57.12
68042,1.85,9.38,61250,30.95
68044,7.82,17.63,42031,45.81
68045,1.85,18.97,50685,57.56
68046,4.11,24.94,81150,75.31
68047,3.09,18.91,61250,51.09
68048,5.41,20.29,66277,58.7
68050,4.08,16.72,57500,42
68055,9.32,13.41,39500,35.47
68057,7.77,19.23,39205,50.14
68058,5.85,21.35,66458,82.84
68059,3.94,19.75,56098,56.56
68061,3.4,14.52,50388,53.95
68062,1.11,16.53,70313,47.21
68063,12.06,25.87,53355,43.72
68064,3.98,25.54,53705,59.3
68065,2.73,19.73,54200,49.83
68066,3.08,18.04,55551,61.44
68067,17.02,45.1,36544,61.29
68068,0,8.96,58750,53.97
68069,3.14,21.96,63839,67.8
68070,2.89,32.76,64881,43.46
68071,17.52,55.27,39375,57.33
68072,0,11.76,40625,0
68073,3.95,21.39,67500,60.6
68102,8.52,67,39399,70.81
68104,10.37,39.53,40007,59.22
68105,10.84,40.83,33593,48.19
68106,5.68,39.5,49265,65.67
68107,10.03,36.2,39357,31.62
68108,11.32,41.8,33077,37.93
68110,22.53,49.06,25414,38.05
68111,19.88,47.76,24306,43.63
68112,11.13,35.5,43030,50.95
68113,8.15,46.84,36140,86.96
68114,5.84,35.5,47216,78.21
68116,2.46,22.48,89726,83.72
68117,7.96,26.87,45733,43.8
68118,3.25,22.65,115743,89.36
68122,4.41,26.02,72486,76.73
68123,4.81,23.86,67522,78.1
68124,3.98,30.49,63048,74.55
68127,4.21,36.82,46439,64.82
68128,4.82,29.68,62514,68.46
68130,5.14,22.42,95250,86.58
68131,14.21,50.61,27413,60.57
68132,6.86,46.48,45833,81.19
68133,4.52,24.05,92708,80.46
68134,6.01,36.55,46612,63.65
68135,2.54,23.99,100461,86.4
68136,3.17,16.41,86012,81.92
68137,6.09,27.01,62889,69.66
68138,4.92,31.31,67917,74.39
68142,5.41,29.32,63977,71.09
68144,2.92,28.05,60307,74.61
68147,6.3,30.84,51795,51.63
68152,7.61,26.03,56847,61.48
68154,3.76,29.96,70154,82.89
68157,4.35,24.37,64714,59.91
68164,4.82,31.96,66211,78.77
68178,2,97.13,"",80
68301,1.77,21.85,54063,61.49
68303,3.45,19.12,42500,46.2
68304,7.79,25.63,49875,67.05
68305,8.38,18.03,44479,58.86
68307,3.57,23.48,85402,64.39
68309,6.9,8.86,30417,47.3
68310,6.48,23.24,42989,51.81
68313,4.29,16.5,57500,62.3
68314,3.98,19.8,51458,78.49
68315,0,0,45069,77.97
68316,3.27,27.34,52961,55.16
68317,4.13,24.25,66389,68.86
68318,9.28,19.17,30536,44.31
68319,1.11,19.26,70625,57.78
68320,11.4,15.26,26250,48.6
68321,13.29,21.31,62969,65.85
68322,4,12.66,47500,58.43
68323,0,15.43,31875,50.31
68324,0,13.92,61250,44.16
68325,0,18.98,41250,45.11
68326,4.84,8.22,65000,69.46
68327,2.31,14.34,34688,50.21
68328,1.48,24.81,59625,67.31
68329,0,20.77,43125,50
68331,9.03,20.65,63571,59.85
68332,16.36,6.74,38611,67.82
68333,8.07,38.66,45739,43.45
68335,2.63,20,48105,57.4
68336,0.4,19.2,126250,62.58
68337,3.02,27.08,49306,52.94
68338,1.66,12.69,53333,48.74
68339,3.48,17.99,75143,69.04
68340,1.16,19.04,45625,52.17
68341,5.69,19.95,60337,45.38
68342,11.15,16.19,47386,49.48
68343,3.93,26.22,51429,51.47
68344,2.22,17.27,50855,73.57
68345,1.33,12.6,52634,34.84
68346,3.25,27.55,56544,53.31
68347,5.75,18.76,69728,66.97
68348,7.59,15.29,26667,19.51
68349,3.89,19.91,61719,59.82
68350,10,7.82,40833,48.26
68351,2.61,20.94,51923,58.28
68352,8.08,20.25,41265,47.64
68354,1.22,18.5,43333,40.42
68355,4.24,19.96,42321,47.49
68357,6.13,20.22,50000,27.83
