zip5,perc_unemp,perc_never_married,med_inc,perc_some_coll
26847,5.18,22.6,36130,32.22
26851,25.58,34.17,32902,28.74
26852,0,28.78,30660,18.67
26855,9.09,25.12,48977,23.35
26865,50,33.6,20037,0
26866,0,13.18,31484,19.39
26884,6.34,20.03,41146,39.09
27006,5.36,17.3,72826,67.26
27007,2.28,30.15,66429,59.09
27009,6.09,20.02,59000,43.74
27011,8.67,22.87,36023,38.13
27012,6.85,18.78,75358,72.04
27013,7.14,22.87,43284,45.45
27014,14.2,21.38,28576,34.15
27016,21.76,27.85,51343,38.24
27017,11.34,28.09,35009,42.32
27018,8.61,20.82,43235,45.55
27019,6.97,18.72,42682,40.67
27020,9.1,27.53,38692,38.04
27021,10.45,18.08,43668,45.85
27022,11.26,21.19,45583,31.26
27023,5.65,18.59,71955,72.18
27024,10.48,26.74,22500,36.78
27025,11.93,25.82,40995,41.87
27027,9.35,21.46,37153,32.91
27028,8.43,22.79,44608,43.75
27030,10.11,21.95,33926,45.4
27040,7.41,22.83,60776,63.14
27041,7.4,22.13,41202,44.44
27042,24.26,21.36,37059,45.52
27043,7.55,20.57,48581,46.22
27045,8.45,25.83,51100,60.11
27046,7.36,14.17,54028,34.61
27047,9.09,24.57,43611,54.68
27048,14.16,22.37,39277,41.53
27050,12.23,22.55,54733,43.61
27051,8.53,25.84,50491,43.63
27052,8.85,24.76,39660,35.37
27053,11.74,23.28,30913,33.17
27054,4.36,29.73,44621,33.22
27055,10.8,19.87,41403,44.07
27101,17.13,49.23,24564,52.04
27103,7.23,34.92,42195,67.11
27104,6.9,27.57,54744,79.44
27105,17.75,41.68,31402,40.46
27106,8.98,36.38,47166,68.53
27107,12.16,32.66,40322,46.58
27109,7.93,99.01,"",100
27110,35.33,100,"",100
27127,9,29.93,47199,59.49
27201,0,11.63,96786,51.22
27203,13.29,31.84,29613,38.37
27205,8.86,21.56,45651,47.69
27207,13.86,25.49,50819,49
27208,14.51,18.24,38819,44.51
27209,21.66,31.5,31875,44.14
27212,8.48,42.34,51016,41.48
27214,8.14,24.44,51062,53.56
27215,9.61,26.08,47483,63.03
27217,11.03,30.59,33376,40.26
27229,14.79,34.89,29651,36.03
27231,7.55,26.53,35962,41.43
27233,5.48,23.77,46250,37.01
27235,4.69,21.7,76607,69.8
27239,10.63,24.25,40330,38.46
27242,19.84,16.64,36216,28.02
27243,5.76,24.04,61420,66.7
27244,8.71,45.27,50845,55.11
27248,12.25,23.81,40066,35.99
27249,11.18,25.3,48974,53.77
27252,6.8,26.37,43636,43.46
27253,9.1,22.6,45085,51.11
27258,9.19,32.85,43084,45.9
27260,22.47,46.12,22738,34.44
27262,11.67,35.97,41521,57.26
27263,9.84,24.15,40520,41.86
27265,7.55,27.49,56619,69.81
27278,7.34,25.6,61654,64.53
27281,9.69,24.11,40598,60.95
27282,8.25,22.78,72100,74.9
27283,11.35,12.98,53856,49.96
27284,7.45,20.76,55727,61.34
27288,13.95,27.44,32948,41.86
27291,14.58,24.8,38953,44.3
27292,13.03,23.54,36824,38.19
27295,10.56,21.93,47326,45.83
27298,10.14,19.53,42796,47.27
27299,9.32,24.64,46618,32.96
27301,8.66,26.9,56357,56.95
27302,8.91,24.77,51675,59.68
27305,12.76,31.2,21563,45.75
27306,16.06,24.4,37404,42.23
27310,5.47,17.27,101202,77.82
27311,15.23,18.2,41694,38.16
27312,8.16,19.13,60409,70.73
27313,9.58,24.02,60388,51.04
27314,1.94,19.26,47031,41.81
27315,10.25,17.63,43066,45.09
27316,9.04,26.53,36815,47.46
27317,12.57,21.93,45473,41.13
27320,12.24,25.26,39154,44.33
27325,13.97,22.9,33002,41.92
27326,12.79,25.47,41792,39.3
27330,11.67,31.37,46713,50.87
27332,12.49,22.89,51768,57.67
27340,0,0,"",100
27341,10.03,23.8,42208,40.69
27343,20.38,30.23,40769,48.68
27344,11.09,31,42495,38.8
27349,6.43,26.6,47273,39.83
27350,9.17,17.26,43295,39.46
27355,10.89,23.67,38401,36.16
27356,16.16,35.32,30527,35.29
27357,11.56,25.9,49110,51.84
27358,6.38,22.75,88275,71.21
27360,14.11,23.87,40622,41.86
27370,8.43,22.35,48970,41.96
27371,12.9,27.66,34785,48.67
27376,8.04,20.29,56896,71.82
27377,8.74,22.69,60781,67.39
27379,18.61,33.04,33380,37.69
27401,16.86,60.13,27374,54.15
27403,10.93,58.4,36413,66.71
27405,13.13,40.13,29249,46.09
27406,13.86,36.26,38493,51.48
27407,9.5,39.56,44793,57.78
27408,4.9,24.94,62426,81.22
27409,10.97,47.61,41424,65.98
27410,6.91,29.07,62030,79.54
27455,7.11,28.1,60517,75.1
27501,8.7,24.33,44754,49.68
27502,6.84,23.35,93973,83.82
27503,4.06,38.01,87750,47.3
27504,10.72,25.54,45984,52.11
27505,13.22,26.96,36260,43.74
27507,3.24,19.37,45083,45.9
27508,9.05,34.06,34167,28.78
27509,8.44,49.14,41544,39.67
27510,5.41,49.65,38576,77.35
27511,5.44,29.52,67256,70.4
27513,5.57,28.77,84628,84.68
27514,6.34,57.71,54759,83.73
27516,7.15,39.57,72171,82.55
27517,3.99,27.71,83619,89.41
27518,4.93,24.67,106917,89.21
27519,4.02,18.03,121594,89.55
27520,5.92,25.8,60000,63.78
27521,6.76,26.7,43983,47.35
27522,10.48,25.76,52654,48.62
27523,5.96,27.97,72914,78.54
27524,12.69,25.76,38722,44.04
27525,10.09,21.01,41242,50.53
27526,9.21,21.77,67663,66.93
27527,9.09,20.37,77326,64.26
27529,7.52,26.96,61475,64.96
27530,14.88,30.53,35114,51.52
27531,"",95.41,"",100
27534,11.58,26.26,46917,60.53
27536,14.9,39.1,25341,41.43
27537,10.2,32.61,38115,37.4
27539,3.91,21.69,81386,73.52
27540,8.06,17.92,86813,82.2
27541,5.12,18.99,59036,58.1
27542,9.32,23.05,40057,42.18
27544,9.72,29.72,44557,36.91
27545,7.25,28.06,61826,60.3
27546,11.54,39.73,38990,53.49
27549,15.01,27.86,37635,43.36
27551,8.06,35.57,56129,47.66
27553,11.89,34.45,43466,41.37
27555,11.92,16.94,22083,44.74
27556,1.73,47.37,25500,14.01
27557,13.91,26.74,42890,31.72
27559,7.96,24.83,55721,58.19
27560,4.52,28.38,76351,85.64
27562,4.94,26.01,57986,52.37
27563,8.27,27.08,29696,39.93
27565,11.4,34.12,42938,44.92
27568,12.44,21.5,31964,60.66
27569,12.26,20.72,47292,46.13
27571,10.15,21.84,67474,60.75
27572,2.78,24.73,68610,50.86
27573,13.25,35.59,27250,42.53
27574,13.04,29.84,46091,47.77
27576,13.09,29.1,34433,43.21
27577,10.86,24.25,40341,44.81
27581,16.41,33.48,55118,39.52
27582,0,22.83,44063,57.32
27583,7.68,20.42,52258,47.47
27587,5.42,22.45,81886,74.89
27589,10.91,32.53,33555,36.87
27591,10.41,26.85,48914,52.7
27592,7.57,25.3,61065,60.12
27596,9.26,21.55,59074,60.33
27597,12.96,25.44,50146,45.73
27601,17.14,60.8,20495,44.49
27603,9,38.05,54121,64.04
27604,10.8,37.5,50371,65.83
27605,7.8,56.16,46282,84.37
27606,8.15,54.61,43431,75.79
27607,7.6,60.24,52114,77.58
27608,4.09,28.17,73571,84.9
27609,6.02,29.98,50812,72.31
27610,14.01,42.59,44085,56.77
27612,5.5,34.6,67337,86.36
27613,5.54,29.5,81590,85.47
27614,5.92,23.58,88281,86.94
27615,5.82,25.17,77909,83.25
27616,10.21,34.37,57444,69.59
27617,5.84,33.03,81084,87.64
27701,13.99,50.9,26280,54.43
27703,10.88,33.85,53896,58.93
27704,10.73,36.6,40586,55.43
27705,8.54,44.53,45535,68.34
27707,7.15,45.91,45538,70.62
27709,3.92,20.4,102778,84.07
27712,5.63,21.4,79611,73.56
27713,6.17,33.86,64143,85.12
27801,20.13,36.97,30415,41.74
27803,14.1,32.07,41982,45.17
27804,12.89,30.81,46502,56.42
27805,12.21,39.31,34362,38.16
27806,26.23,23.05,43468,32.3
27807,8.03,25.69,38247,33.78
27808,5.08,21.25,44423,60.48
27809,9.53,27.65,41711,47.46
27810,16.71,21.74,31989,46.17
27812,13.27,32.28,29695,48.12
27813,17.55,23.95,49688,44.5
27814,22.56,14.83,32888,36.16
27816,8.37,21.99,35938,37.73
27817,9,17.89,46029,54.28
27818,21.45,27.75,22583,37.65
27819,14.62,33.83,22115,53.42
27820,15.62,25.96,34306,37.12
27821,26.29,38.87,49474,45.33
27822,13.61,23.37,44946,39.44
27823,20.71,43.69,27517,33.75
27824,19.26,32.43,37406,53.45
27825,10,22.03,44250,50.98
27826,0,43.87,36500,27.65
27827,12.12,23.26,7039,23.26
27828,9.11,31.23,34160,45.18
27829,12.11,27.07,40714,33.11
27830,10.06,25.5,38914,42.37
27831,16.33,41.86,26132,33.32
27832,5.82,28.92,27754,23.29
27834,13.8,44.23,32236,50.69
27837,4.58,23.44,54229,50.15
27839,16.1,42.02,32816,34.08
27840,23.23,28.41,27344,49.84
27841,0,24,35625,64.44
27842,34.52,16.92,53182,57.92
27843,12.45,28.1,31774,35.49
27844,18.7,39.48,24063,31.93
27845,6.61,28.94,48175,48.33
27846,14.03,26.44,41271,43.97
27847,10.14,25.59,23750,35.24
27849,18.16,34.01,28190,31.11
27850,11.11,24.34,43611,47.8
27851,10.63,22.16,38987,37.74
27852,11.42,21.21,44444,45.16
27853,7.84,37.76,25694,37.04
27855,17.32,40.53,38922,48.09
27856,13.89,28.82,44893,51.05
27857,8.33,32.53,22424,34.06
27858,10.67,53.04,44283,73.52
27860,1.93,26.57,42125,36.84
27861,35.48,41.25,16250,43.1
27862,6.14,24.1,47375,62.42
27863,8.38,25.83,54662,55.76
27864,15.44,31.73,33878,48.16
27865,19.33,19.03,42609,52.33
27866,16.52,31.17,27574,28.62
27869,23.38,41.1,28844,31.85
27870,15.46,30.14,34790,47.09
27871,19.46,31.22,31127,39.97
27872,7.75,24.72,38750,33.33
27873,14.17,30.51,34886,32.25
27874,23.72,34.9,22481,27.79
27875,5.81,19.82,62262,41.1
27876,22.12,27.84,31715,24.94
27878,21.21,41.82,25268,50.19
27879,17.39,23.98,33194,42.86
27880,5.98,27.1,40942,41.67
27881,31.11,23.38,41250,28.99
27882,11.54,28.02,43969,39.88
27883,11.86,22.17,39628,48.81
27884,20.15,27.34,56380,49.34
27885,5.25,53.93,40739,38.79
27886,17.08,33.35,34643,41.27
27888,13.78,38.62,35087,40.23
27889,11.62,25.39,39175,48.01
27890,15.65,37.85,30000,40.87
27891,8.03,31.95,42326,38.36
27892,15.99,24.48,35767,45.48
27893,17.49,36.18,31657,39.81
27896,6.41,24.88,57178,66.15
27897,26.39,46.54,21875,20.52
27909,13.16,32.66,46111,53.94
27910,14.85,34.3,31710,45.36
27915,0,18.54,61853,66.11
27916,0,33.45,40625,78.86
27917,0,36.18,39688,26.77
27919,0,29.93,40938,48.15
27920,9.04,15.25,56538,50.25
27921,6.48,29.38,55078,54.13
27922,13.55,23.07,29107,36.62
27923,0,20.88,44567,83.55
27924,7.78,32.29,36547,33.67
27925,21.01,30.48,33503,34.62
27926,2.08,12.53,55694,46.54
27927,1.64,32.86,66875,79.9
27928,19.68,31.2,38054,46.31
27929,15.14,21.93,79803,53.59
27932,13.39,29.12,36345,44.86
27935,10.5,29.41,42238,47.33
27936,11.62,28.22,44744,61.4
27937,14.2,27.7,46607,43.85
27938,12.08,25.26,41932,51.01
27939,18.62,13.41,55625,52.14
27941,8.33,17.63,88075,68.46
27942,0.6,28.84,52530,39.59
27943,0,15.18,56477,45.16
27944,13.74,19.27,42842,47.98
27946,8.94,22.76,36397,34.36
27947,13.35,23.38,29821,38.84
27948,7.01,27.86,54448,68.19
27949,9.62,18.38,66625,75.17
27950,15.6,22.46,56328,49.93
27953,10.63,23.24,45000,41.11
27954,8.43,23.59,53652,63.53
27956,0,0,74256,50.9
27957,19.04,24.61,35959,36.2
27958,7.49,21.88,65217,51.78
27959,10.62,21.24,55877,74.28
27960,3.86,32.72,49737,50.43
27962,16.84,27.87,28906,42.52
27964,3.13,6.05,48000,72.39
27965,9.95,29.73,37548,39.59
27966,21.33,16.29,54484,52.15
27967,4.83,26.51,31667,25.64
27968,45.86,54.58,28080,63.68
27970,29.41,36.94,34913,44.43
27972,46.15,0,110179,76.92
27973,8.45,21.77,67462,59.88
27974,13.01,25.91,65260,62.26
27976,4.91,17.84,59601,58.54
27978,22.5,23.3,78603,44.83
27979,4.66,31.98,53920,54.57
27980,7.21,27.98,40898,42.41
27981,2.56,19.58,70965,57.56
27982,0,0,26250,77.61
27983,16.05,39.06,31067,39.83
27985,17.32,23.38,38056,53.89
27986,15.49,42.78,27617,42.97
28001,11.24,24.06,40496,47.45
28006,21.55,31.9,43523,56.2
28007,16.1,35.33,31528,33.82
28009,20.7,24.14,29519,60.16
28012,9.23,25.64,52917,60.46
28016,13.72,23.23,36731,41.54
28017,7.44,100,"",""
28018,16.54,22.14,34483,46.64
28019,100,0,"",49.33
28020,17.77,18.64,28936,29.96
28021,11.7,21.98,42243,50.19
28023,12.65,21.18,50331,47.98
28025,14.3,26.45,52973,55.97
28027,9.41,25.98,58874,61.65
28031,7.21,28.23,83839,78.79
28032,10.66,24.31,44485,55.27
28033,14.37,14.93,50179,37.99
28034,14.24,26.6,38743,45.36
28036,8.27,33.09,77445,81.14
28037,8.48,18.74,75502,65.45
28039,33.33,44.71,15781,20.34
28040,10.58,19.94,35712,55.55
28043,16.62,22.79,31286,48.39
28052,15.55,33.93,32176,37.33
28054,14.84,30.83,40987,55.13
28056,10.82,24.45,55287,59.44
28071,12.09,21.44,46458,44.92
28072,14.72,19.72,52841,50.91
28073,14.49,23.26,33359,38.15
28075,6.18,22.9,81754,71.45
28076,17.67,24.06,31684,12.22
28077,15.95,31.39,28542,25.58
28078,7.62,23.57,84496,79.47
28079,7.75,22.6,68010,67.17
28080,8.52,21.62,52587,49.85
28081,13.65,27.25,36649,44.4
28083,13.77,28.65,39764,46.14
28086,12.82,23.63,39681,46.65
28088,12.96,20.67,36597,45.36
28089,12.5,75.24,31250,50
28090,15.97,22.55,37525,41.9
28091,6.49,31.39,31976,31.15
28092,14.64,23.69,41925,47.26
28097,7.89,22.78,55078,51.72
28098,16.91,23.04,43268,42.1
28101,18.89,23.67,38036,60
28102,17.78,41.38,71250,45.28
28103,12.34,17.82,48900,40.65
28104,6.93,20.88,93531,75.01
28105,8.76,25.98,66461,76.22
28107,11.43,23.68,51792,48.9
28108,0,0,"",50
28109,22.58,66.06,36250,76.24
28110,9.73,25.7,56852,49.23
28112,11.54,26.4,45808,43.98
28114,16.82,20.68,45407,49.6
28115,11.27,26.32,52527,58.16
28117,8.96,23.35,75688,76.48
28119,17.55,38.78,36786,25.1
28120,11.94,22.99,50008,54.14
28124,9.18,21.11,45833,44.49
28125,10.01,23.99,52093,56.16
28127,14.56,26.41,43876,44.32
28128,16.34,26.88,33906,43.1
28129,13.4,21.25,50096,47.81
28133,12.8,31.17,41809,28.92
28134,11.58,34.35,44974,56.07
28135,14.6,37.5,42586,32.24
28137,15.15,31.54,50962,58.23
28138,13.56,22.45,43984,42.31
28139,12.88,21.3,40695,48.09
28144,12.21,37.71,34980,51.36
28146,8.62,20.61,45422,48.69
28147,8.97,29.84,42034,51.85
28150,15.28,30.03,35675,50.45
28152,12.38,28.51,41722,47.68
28159,22.92,38.13,36222,41.67
28160,15.17,30.03,26816,45.96
28163,14.17,24.44,51974,41.81
28164,11.73,20.58,52038,55.91
28166,9.92,31.16,49301,51.45
28167,19.51,30.87,36832,47.88
28168,13.99,23.26,42308,45.44
28169,14,23.18,31719,37.1
28170,19.36,34.49,31794,39.25
28173,7.68,21.24,94689,78.49
28174,9.42,38.69,47650,40.64
28202,7.43,68.21,64781,87.37
28203,6.48,49.24,65225,77.11
28204,9.85,51.56,54612,76.88
28205,12,44.63,34783,54.95
28206,25.75,51.19,22195,34.48
28207,5.06,30.56,122962,92.76
28208,18.63,46.69,30205,38.43
28209,7.47,37.27,57598,79.51
28210,7.83,33.78,54769,76.19
28211,7.11,27.28,67113,83.24
28212,11.54,45.29,35256,50.2
28213,12.44,42.45,42332,57.59
28214,11.5,32.05,56013,60.3
28215,11.73,36.16,47524,56.36
28216,10.54,41.99,46460,60.16
28217,14.49,44.35,38854,49.43
28226,7.41,23.91,67107,84.04
28227,9.33,30.88,54444,61.16
28244,"","","",""
28262,12.84,58.57,47825,74.31
28269,7.91,35.51,62545,72.29
28270,8.65,26.21,84047,83.65
28273,14.02,33.37,52366,67.65
28277,6.55,23.07,92110,86.91
28278,7.33,24.31,76709,75.68
28280,"","","",""
28282,"","","",""
28301,22.56,46.78,25023,50.87
28303,11.62,26.63,46059,64.7
28304,11.32,29.81,43970,60.3
28305,9.1,28.49,45363,65.71
28306,11.21,29.56,49843,58.64
28307,30.28,22.71,38852,76.67
28308,0,69.26,"",80.85
28310,0,78.11,"",76.04
28311,13.4,30.35,48337,70.41
28312,10.51,26.66,44237,54.13
28314,14.04,29.06,50082,71.63
28315,14.36,25.8,36285,63
28318,6.87,21.93,51212,43
28320,10.29,27.93,30795,46.32
28323,14.21,21.91,42933,44.74
28325,13.41,33.97,32933,39.53
28326,12.08,23.31,42253,56.79
28327,12.44,21.2,51552,62.94
28328,10.98,30.54,37462,43.56
28330,0,0,33929,34.71
28332,2.46,21.43,27434,64.13
28333,9.96,33.74,38832,48.28
28334,10.74,27.21,36596,46.3
28337,16.49,33.75,30687,45.94
28338,14.75,28.37,29630,38.34
28339,10.91,24.93,43554,46.02
28340,14.86,36.79,25539,37.28
28341,10.4,25.75,33304,37.7
28342,5.16,46.6,50417,62.86
28343,18.69,38.8,30093,38.55
28344,6.78,37.2,31379,32.24
28345,17.39,30.82,32356,36.89
28347,18.88,53.2,39453,32.51
28348,10.11,25.83,50804,59.45
28349,9.24,26.71,44250,39.96
28350,0,18.99,46361,52.32
28351,13.35,29.81,25689,39.96
28352,16.01,35.1,31122,42.84
28356,9.79,17.29,63639,45.96
28357,6.56,29.88,33633,41.97
28358,10.33,37.89,33819,42.68
28360,12.13,40.86,31397,35.25
28363,15.3,24.27,36645,44.32
28364,14.67,39.7,24121,34.7
28365,9.72,32.83,35717,38.04
28366,9.69,36.54,42500,41.1
28367,18.37,26.8,22500,28.75
28369,5.78,25.49,37122,42.66
28371,10.48,31.7,42820,41.78
28372,14.31,45.73,29094,48.53
28373,17.42,26.13,40688,60.27
28374,5.54,12.46,67290,77.92
28375,0,12.94,50000,30.77
28376,13.68,28.85,49860,58.76
28377,10.31,41.35,28813,34.85
28379,16.27,30.89,31233,45.58
28382,12.1,25.2,38033,44.21
28383,10.21,36.1,27662,37.61
28384,11.64,33.31,28223,35.93
28385,8.1,18.3,39706,48.46
28386,12.99,43.2,30039,30.07
28387,8.66,26.17,44266,67.45
28390,16.43,30.77,37934,57.38
28391,4.75,21.16,56375,52.24
28392,1.25,13.63,24054,36.55
28393,10.3,34.05,38600,31.26
28394,11.88,21.18,40852,48.05
28395,15.6,27.1,37036,53.49
28396,24.49,37.93,30944,45.25
28398,14.28,30.12,27943,45.64
28399,15.13,38.21,36105,26.09
28401,14.56,40.99,28433,48.78
28403,11.07,52.32,34744,66.88
28405,10.92,31.95,52160,66.39
28409,7.5,21.54,73926,78.51
28411,7.04,22.59,66279,75.63
28412,10.18,28.5,51164,71.87
28420,19.87,19.44,31667,40.72
28421,11.05,17.71,31705,44.13
28422,24.7,24.06,46406,53.6
28423,7.78,26.93,31523,45.18
28424,0,64.91,14750,37.5
28425,14.13,31.19,40625,51.01
28428,10.42,24.27,57106,74.42
28429,8.4,32.12,50141,52.6
28430,18.05,29.88,29306,33.9
28431,10.04,29.65,29286,45.42
28432,6.91,27.06,46875,49.81
28433,9.61,28.35,28595,40.47
28434,6.36,35.56,26055,26.55
28435,12.25,25.95,26500,28.08
28436,16.64,23.38,46201,43.97
28438,7.59,18.83,43538,44.32
28439,13,20.23,36953,52.7
28441,20.75,24.26,28713,33.83
28442,12.5,21.18,38276,44.23
28443,9.55,19.14,51070,64.98
28444,21.26,41.08,29803,37.01
28445,6.52,22.69,55458,68.62
28447,7.24,41.23,29618,30.41
28448,14.38,33.52,21875,55.96
28449,14.04,14.63,73459,75.71
28450,5.81,30.08,53438,56.09
28451,11.83,22.81,49835,61.2
28452,37.46,35.78,18575,14.19
28453,10.57,40.22,37813,43.41
28454,7.25,25.02,23750,36.18
28455,1.25,13.81,51133,47.23
28456,18.24,37.62,43106,39.39
28457,9.01,29.38,44212,43
28458,17.25,30.91,28706,36.36
28460,10.13,21.73,48097,66.06
28461,10.56,15.92,49738,63.54
28462,13.84,21.54,35083,44.49
28463,11.6,37.92,25154,40.03
28464,10.2,35.08,30791,33.44
28465,6.94,16.57,49197,63.46
28466,14.05,27.46,33636,44.44
28467,10.44,11.52,43682,54.1
28468,9.73,11.58,61231,66.58
28469,12.58,18.01,49433,65.75
28470,14.54,22.28,38491,47.6
28472,15.19,31.63,34221,51.64
28478,4.1,26.03,37894,38.08
28479,15.01,15.11,58665,59.91
28480,6.64,46.87,72667,91.72
28501,17.83,37.4,26932,42.95
28504,11.93,28.96,45098,52.79
28508,11.4,27.16,46131,43.55
28510,5.43,25.36,54861,49.92
28511,3.04,4.13,65909,49.9
28512,5.66,26.97,51100,77.18
28513,8.21,28.34,36640,43.95
28515,13.6,40.76,31815,43.08
28516,9.99,27.71,36521,57.51
28518,12.52,27.3,37718,44.59
28519,15.44,20,48214,41.38
28520,3.51,19.35,37868,55.15
28521,15.87,32.73,29003,38.67
28523,6.38,25.2,46069,59.06
28524,7.98,11.2,53750,55.7
28525,15.59,25.17,39279,41.65
28526,12.59,27.95,32656,37.32
28527,11.27,20.94,51250,44.46
28528,9.36,9.12,37727,43.54
28529,7.37,17.25,41292,43.46
28530,12.73,26.27,34805,38.07
28531,9.76,14.01,49219,42.81
28532,12.66,22.38,49020,63.72
28533,0,84.55,"",77.93
28537,0,11.29,27083,30.82
28538,5.72,21.41,42798,35.3
28539,11.23,20.97,46424,59.22
28540,12.17,28.65,43580,55.23
28543,20.69,3.76,35716,63.44
28544,19.28,26.55,35379,52.39
28546,10.71,24.49,49048,65.8
28547,13.93,71.92,54006,82.88
28551,9.2,26.58,38653,47.1
28552,12.9,9.74,23571,28.57
28553,34.04,11.86,59609,48.59
28554,13.38,21.26,49559,95.71
28555,12.29,21.76,43262,45.65
28556,14.09,14.76,64250,75.28
28557,9.5,24.49,44438,67.77
28560,15.45,25.09,43305,56.92
28562,9.74,23.4,51737,65.4
28570,10.56,26.56,47356,50.95
28571,3.28,12.96,56344,71.84
28572,6.52,19.06,41793,40.98
28573,19.23,26.98,33611,50.11
28574,9.04,20.89,45830,49.2
28575,0,15.34,39875,63.69
28577,0,5.88,66818,46.15
28578,9.32,36.74,39769,37.7
28579,13.56,14.75,71250,84.52
28580,12.09,37.32,40690,45.23
28581,0,31.17,34792,42.36
28582,14.11,24.41,47444,52.76
28583,21.28,11.54,22135,28.57
28584,7.82,16.79,55519,66.71
28585,5.83,29.74,32424,46.84
28586,9.4,29.72,38475,34.54
28587,11.96,26.79,35417,33.73
28589,0,27.66,37872,45.06
28590,7.25,26.49,59155,76.87
28594,12.41,21.38,59750,73.64
28601,8.7,29.24,44518,59.6
28602,10.95,29.02,40303,45.78
28604,9.61,33.74,47968,70.5
28605,6.06,25.76,43895,72.33
28606,21.98,20.29,33990,47.18
28607,10,59.09,26659,72.93
28609,6.68,23.59,51936,45.93
28610,9.17,23.32,40177,47.99
28611,0,38.15,28059,42.15
28612,12.82,26.42,36234,38.32
28613,9.15,24.92,45814,46.33
28615,13.45,21.69,31094,33.64
28616,0,22.51,23750,61.54
28617,9.67,18.39,43929,53.64
28618,4.38,19.31,50000,62.66
28619,9.04,18.12,36938,50.81
28621,9.7,16.39,34182,41.89
28622,4.51,20.52,35848,47.1
28623,14.58,11.71,34659,27.35
28624,25.1,19.08,26413,26.95
28625,8.93,25.08,47749,49.22
28626,1.39,13.89,42212,58.53
28627,14.8,27.55,32778,50.19
28628,11.32,23.86,39250,58.18
28629,0,7.07,31949,76.77
28630,10.33,24.89,43797,43.23
28631,4.58,23.25,26618,55.18
28634,11.37,26.24,37870,35.05
28635,11.46,20.06,28625,34.22
28636,11.5,19.35,36250,33.55
28637,15.58,23.99,35139,40.93
28638,11.09,24.29,43283,43.63
28640,10.59,18.76,33269,46.84
28642,8.69,20.6,34311,37.67
28643,19.37,20.35,30000,36.89
28644,12.17,8.24,31439,54.88
28645,14.19,22.17,32036,41.28
28646,0.9,15.97,68750,92.52
28647,0,25.19,133201,81.25
28649,14.17,19.78,19477,24.68
28650,11.38,20.96,45255,41.47
28651,12.35,22.97,33117,38.57
28652,0,24.49,"",50
28654,3.19,26.42,42966,47.12
28655,12.45,30.15,37908,48.77
28657,7.42,18.05,37284,45.36
28658,10.52,27.87,40749,45.75
28659,14.45,25.15,28345,39.1
28660,16.39,25.35,40893,45.87
28662,0,100,"",100
28663,15.87,27.78,34737,51.33
28665,15.86,21.18,42652,51.93
28666,10.66,23.12,50521,31.86
28667,23.05,25.23,29837,52.91
28668,0,23.36,47276,88.31
28669,17.52,21.32,29767,25.12
28670,24.07,24.21,26174,39.51
28671,14.47,29.16,45278,44.2
28672,0,65.71,"",100
28673,11.04,19.76,62427,63.1
28675,11.75,22.09,29695,38.83
28676,7.16,11.05,36897,55.07
28677,14.33,27.97,36475,46.22
28678,13.29,26.07,45215,41.32
28679,4.45,25.75,36892,51.2
28681,12.03,24.72,38509,37.77
28682,8.72,7.19,51563,64
28683,14.32,14.79,34076,37
28684,5.94,15.62,36992,61.13
28685,4.85,21,36823,36.18
28689,21.16,17.65,48483,37.02
28690,11.75,21.51,40082,52.69
28692,6.25,26.06,44583,57.53
28693,1.11,19.88,44521,45.38
28694,11.23,18.86,35344,50.1
28697,14.92,18.87,37917,54.25
28698,6.72,17.04,42847,46.82
28701,8.93,21.29,37663,48.6
28702,19.43,16.67,29257,68.83
28704,6.91,26.8,54310,67.7
28705,15.51,19.82,34383,38.61
28707,9.38,25.84,52714,53.93
28708,0,4.13,39013,40.52
28709,14.19,22.97,31090,30.75
28711,8.56,23.77,43202,62.17
28712,9.65,20.8,40874,59.77
28713,7.63,19.06,46318,54.85
28714,10.24,17.98,39098,47.73
28715,9.92,20.72,44117,51.81
28716,8.65,19.58,43657,49.14
28717,6.55,30.86,67917,65.39
28718,0,8.2,50899,59.44
28719,7.15,35.65,30029,40.9
28720,34.57,24.41,45625,68.18
28721,12.71,22.22,34355,51.75
28722,16.24,24.56,41992,55.88
28723,7.6,60.49,24089,58.71
28725,0,41.18,22143,100
28726,17.25,29.39,26735,38.44
28729,12.37,23.34,41742,61.46
28730,4.71,23.42,51480,65.25
28731,7.77,16.07,46991,66.82
28732,5.11,25.78,49358,63
28733,0,20.63,33750,0
28734,9.31,19.62,37888,51.58
28735,0,19.58,32656,65.41
28736,3.19,28.43,31585,40.05
28739,9.31,15.01,53105,68.44
28740,9.08,27,30556,29.54
28741,3.82,11.03,44506,74.5
28742,11.79,19.32,47297,62.03
28743,8.02,18.24,30682,37.36
28745,0,20.29,74500,91
28746,13.83,17.1,45256,67.79
28747,7.95,19.21,46484,61.54
28748,7.27,26.42,41447,46.87
28749,0,55.26,"",0
28751,8.53,12.01,45765,60.42
28752,10.28,24.7,35622,44.36
28753,5.3,20.4,40497,45.55
28754,9.91,27.87,36197,53.07
28756,24.07,24.87,31605,44.75
28757,14.6,18.33,45000,91.87
28759,2.98,16.61,63933,68.61
28761,19.88,25.68,40694,44.71
28762,16.18,26.7,36375,41.88
28763,10.38,14.78,42872,50.44
28766,7.26,36.01,38316,52.02
28768,5.53,17.82,37377,59.42
28771,8.27,20.1,32269,42.5
28772,0,28.15,36875,47.84
